category	over_represented_pvalue	qvalue	numDEInCat	numInCat	term	ontology	DE_id
GO:0051259	0.239971166140077	0.478207067622963	6	46	protein complex oligomerization	BP	ENSSSCG00000040125,ENSSSCG00000016635,ENSSSCG00000010311,ENSSSCG00000021129,ENSSSCG00000016634,ENSSSCG00000033010
GO:1904378	0.240203917871714	0.478207067622963	1	3	maintenance of unfolded protein involved in ERAD pathway	BP	ENSSSCG00000011765
GO:2000484	0.240221852216025	0.478207067622963	2	10	positive regulation of interleukin-8 secretion	BP	ENSSSCG00000009002,ENSSSCG00000014369
GO:0006691	0.240231942558494	0.478207067622963	1	4	leukotriene metabolic process	BP	ENSSSCG00000028488
GO:0004470	0.240401418450112	0.478207067622963	1	3	malic enzyme activity	MF	ENSSSCG00000004454
GO:0004471	0.240401418450112	0.478207067622963	1	3	malate dehydrogenase (decarboxylating) (NAD+) activity	MF	ENSSSCG00000004454
GO:0004473	0.240401418450112	0.478207067622963	1	3	malate dehydrogenase (decarboxylating) (NADP+) activity	MF	ENSSSCG00000004454
GO:0015651	0.240546234136169	0.478207067622963	1	3	quaternary ammonium group transmembrane transporter activity	MF	ENSSSCG00000004041
GO:0015697	0.240546234136169	0.478207067622963	1	3	quaternary ammonium group transport	BP	ENSSSCG00000004041
GO:0014819	0.241018508849684	0.478684526298149	1	3	regulation of skeletal muscle contraction	BP	ENSSSCG00000040643
GO:0071253	0.241126237161551	0.478684526298149	1	3	connexin binding	MF	ENSSSCG00000040643
GO:0031579	0.241135624391209	0.478684526298149	1	3	membrane raft organization	BP	ENSSSCG00000040643
GO:0060143	0.241171508120849	0.478684526298149	1	3	positive regulation of syncytium formation by plasma membrane fusion	BP	ENSSSCG00000023526
GO:0017166	0.2414805964328	0.479106753976011	2	10	vinculin binding	MF	ENSSSCG00000010640,ENSSSCG00000035223
GO:0032052	0.242279901817974	0.480500866309918	1	4	bile acid binding	MF	ENSSSCG00000000875
GO:0010751	0.242483018427996	0.480711948813395	1	3	negative regulation of nitric oxide mediated signal transduction	BP	ENSSSCG00000004789
GO:0044214	0.242658685504083	0.480868467248425	1	3	spanning component of plasma membrane	CC	ENSSSCG00000012852
GO:0043456	0.242992279468332	0.480999712763673	1	3	regulation of pentose-phosphate shunt	BP	ENSSSCG00000016720
GO:0060761	0.242999255091136	0.480999712763673	1	3	negative regulation of response to cytokine stimulus	BP	ENSSSCG00000005437
GO:0000346	0.243093588789511	0.480999712763673	2	10	transcription export complex	CC	ENSSSCG00000009988,ENSSSCG00000000364
GO:1904262	0.243251295066754	0.480999712763673	2	12	negative regulation of TORC1 signaling	BP	ENSSSCG00000004390,ENSSSCG00000009998
GO:1902894	0.243354338346348	0.480999712763673	2	10	negative regulation of pri-miRNA transcription by RNA polymerase II	BP	ENSSSCG00000033327,ENSSSCG00000029578
GO:0008088	0.243380671146459	0.480999712763673	1	3	axo-dendritic transport	BP	ENSSSCG00000012022
GO:0010766	0.243402107263355	0.480999712763673	1	3	negative regulation of sodium ion transport	BP	ENSSSCG00000017232
GO:1903507	0.243734162414943	0.481464543316288	2	11	negative regulation of nucleic acid-templated transcription	BP	ENSSSCG00000003565,ENSSSCG00000006725
GO:0032469	0.243844900970412	0.481491996673903	2	10	endoplasmic reticulum calcium ion homeostasis	BP	ENSSSCG00000034386,ENSSSCG00000032796
GO:0004467	0.243962302760014	0.481532580120202	2	10	long-chain fatty acid-CoA ligase activity	MF	ENSSSCG00000015784,ENSSSCG00000004643
GO:0003214	0.24408713955715	0.481587800745298	2	10	cardiac left ventricle morphogenesis	BP	ENSSSCG00000009004,ENSSSCG00000008854
GO:0007154	0.244207718188989	0.481613177380935	3	20	cell communication	BP	ENSSSCG00000002555,ENSSSCG00000012394,ENSSSCG00000004241
GO:0009052	0.244293731567723	0.481613177380935	1	3	pentose-phosphate shunt, non-oxidative branch	BP	ENSSSCG00000008207
GO:0014816	0.244419781845282	0.481670691769616	1	3	skeletal muscle satellite cell differentiation	BP	ENSSSCG00000007231
GO:0060800	0.245402785841853	0.483390633759803	1	3	regulation of cell differentiation involved in embryonic placenta development	BP	ENSSSCG00000030820
GO:0055062	0.245486997233207	0.483390633759803	1	3	phosphate ion homeostasis	BP	ENSSSCG00000035299
GO:0019064	0.24582141406107	0.48375642168268	1	3	fusion of virus membrane with host plasma membrane	BP	ENSSSCG00000009565
GO:0098815	0.24586735269351	0.48375642168268	1	3	modulation of excitatory postsynaptic potential	BP	ENSSSCG00000012022
GO:0072513	0.246052482014836	0.483929169532344	1	3	positive regulation of secondary heart field cardioblast proliferation	BP	ENSSSCG00000005087
GO:0030165	0.246535996601037	0.484688404547393	6	46	PDZ domain binding	MF	ENSSSCG00000006693,ENSSSCG00000023084,ENSSSCG00000017232,ENSSSCG00000008504,ENSSSCG00000006088,ENSSSCG00000036575
GO:0030511	0.246857127672365	0.48512792046917	3	18	positive regulation of transforming growth factor beta receptor signaling pathway	BP	ENSSSCG00000035952,ENSSSCG00000013514,ENSSSCG00000004789
GO:0060160	0.246971168011585	0.485160271573923	1	3	negative regulation of dopamine receptor signaling pathway	BP	ENSSSCG00000039575
GO:0033387	0.247147185473104	0.485242293585169	1	4	putrescine biosynthetic process from ornithine	BP	ENSSSCG00000027121
GO:0014873	0.247299521920233	0.485242293585169	1	3	response to muscle activity involved in regulation of muscle adaptation	BP	ENSSSCG00000007949
GO:0031694	0.247398178300671	0.485242293585169	1	4	alpha-2A adrenergic receptor binding	MF	ENSSSCG00000022945
GO:0060392	0.247515767383299	0.485242293585169	1	3	negative regulation of SMAD protein signal transduction	BP	ENSSSCG00000025876
GO:2000664	0.247695446633786	0.485242293585169	1	3	positive regulation of interleukin-5 secretion	BP	ENSSSCG00000030361
GO:2000667	0.247695446633786	0.485242293585169	1	3	positive regulation of interleukin-13 secretion	BP	ENSSSCG00000030361
GO:0030162	0.247783191410977	0.485242293585169	2	10	regulation of proteolysis	BP	ENSSSCG00000033760,ENSSSCG00000001801
GO:0042310	0.247854190614019	0.485242293585169	2	11	vasoconstriction	BP	ENSSSCG00000016634,ENSSSCG00000022672
GO:0044314	0.247891276288482	0.485242293585169	1	4	protein K27-linked ubiquitination	BP	ENSSSCG00000016722
GO:0035519	0.248064261659114	0.485389810692292	1	4	protein K29-linked ubiquitination	BP	ENSSSCG00000016722
GO:0007252	0.248446759908451	0.485947006398435	2	10	I-kappaB phosphorylation	BP	ENSSSCG00000037358,ENSSSCG00000009002
GO:0033691	0.248623684550083	0.486003374879083	1	3	sialic acid binding	MF	ENSSSCG00000039103
GO:2000060	0.24867107515937	0.486003374879083	2	10	positive regulation of ubiquitin-dependent protein catabolic process	BP	ENSSSCG00000009668,ENSSSCG00000009134
GO:0043152	0.249026076564665	0.486240703466752	1	3	induction of bacterial agglutination	BP	ENSSSCG00000008997
GO:0070252	0.249039164362664	0.486240703466752	1	3	actin-mediated cell contraction	BP	ENSSSCG00000029441
GO:0048294	0.249085895359979	0.486240703466752	1	3	negative regulation of isotype switching to IgE isotypes	BP	ENSSSCG00000011810
GO:0004697	0.249284440731405	0.486307321936392	2	10	protein kinase C activity	MF	ENSSSCG00000005095,ENSSSCG00000011131
GO:0030144	0.249364168082823	0.486307321936392	1	3	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity	MF	ENSSSCG00000015701
GO:0071864	0.249413449504787	0.486307321936392	1	4	positive regulation of cell proliferation in bone marrow	BP	ENSSSCG00000014149
GO:0002740	0.249878388183104	0.487022871833162	1	4	negative regulation of cytokine secretion involved in immune response	BP	ENSSSCG00000006355
GO:0045651	0.250239278746747	0.48737331197172	2	10	positive regulation of macrophage differentiation	BP	ENSSSCG00000030888,ENSSSCG00000040629
GO:0009331	0.250328050726863	0.48737331197172	1	3	glycerol-3-phosphate dehydrogenase complex	CC	ENSSSCG00000015872
GO:0045294	0.250443340793793	0.48737331197172	2	10	alpha-catenin binding	MF	ENSSSCG00000010313,ENSSSCG00000003722
GO:2000146	0.250534843237237	0.48737331197172	2	11	negative regulation of cell motility	BP	ENSSSCG00000009128,ENSSSCG00000017232
GO:0048550	0.250548307602517	0.48737331197172	1	3	negative regulation of pinocytosis	BP	ENSSSCG00000016634
GO:0046039	0.250793617635176	0.487659705468163	2	10	GTP metabolic process	BP	ENSSSCG00000040337,ENSSSCG00000031261
GO:0005329	0.250995520818575	0.48770708983053	1	3	dopamine transmembrane transporter activity	MF	ENSSSCG00000004041
GO:0003006	0.25102704384358	0.48770708983053	1	3	developmental process involved in reproduction	BP	ENSSSCG00000032607
GO:0021610	0.251275820077145	0.48770708983053	1	3	facial nerve morphogenesis	BP	ENSSSCG00000005087
GO:0016972	0.251345108196421	0.48770708983053	1	3	thiol oxidase activity	MF	ENSSSCG00000015535
GO:0001920	0.251382931239928	0.48770708983053	1	3	negative regulation of receptor recycling	BP	ENSSSCG00000025020
GO:0031404	0.25140653081972	0.48770708983053	1	4	chloride ion binding	MF	ENSSSCG00000020758
GO:0031143	0.252219936316763	0.488276820203165	2	10	pseudopodium	CC	ENSSSCG00000029411,ENSSSCG00000010304
GO:0033623	0.252285306898919	0.488276820203165	1	3	regulation of integrin activation	BP	ENSSSCG00000003465
GO:1901896	0.252515529470248	0.488276820203165	1	3	positive regulation of calcium-transporting ATPase activity	BP	ENSSSCG00000010142
GO:0055092	0.252555137566936	0.488276820203165	1	3	sterol homeostasis	BP	ENSSSCG00000008453
GO:0002685	0.252574157282351	0.488276820203165	1	3	regulation of leukocyte migration	BP	ENSSSCG00000005267
GO:0042304	0.252648068315917	0.488276820203165	1	3	regulation of fatty acid biosynthetic process	BP	ENSSSCG00000015334
GO:0015189	0.252919885288283	0.488276820203165	1	3	L-lysine transmembrane transporter activity	MF	ENSSSCG00000006987
GO:0070734	0.252958243611836	0.488276820203165	1	3	histone H3-K27 methylation	BP	ENSSSCG00000017382
GO:1903826	0.252969551420581	0.488276820203165	1	3	arginine transmembrane transport	BP	ENSSSCG00000006987
GO:0035999	0.25320753811358	0.488276820203165	1	3	tetrahydrofolate interconversion	BP	ENSSSCG00000002269
GO:0009611	0.253537387577489	0.488276820203165	4	29	response to wounding	BP	ENSSSCG00000033327,ENSSSCG00000005494,ENSSSCG00000013252,ENSSSCG00000010816
GO:1901379	0.253746689231197	0.488276820203165	2	11	regulation of potassium ion transmembrane transport	BP	ENSSSCG00000007039,ENSSSCG00000014213
GO:0070053	0.253767706629426	0.488276820203165	1	3	thrombospondin receptor activity	MF	ENSSSCG00000013252
GO:0032376	0.254217243431182	0.488276820203165	1	3	positive regulation of cholesterol transport	BP	ENSSSCG00000024520
GO:0032414	0.254249387409544	0.488276820203165	1	3	positive regulation of ion transmembrane transporter activity	BP	ENSSSCG00000006693
GO:0016595	0.254576120140901	0.488276820203165	1	3	glutamate binding	MF	ENSSSCG00000001488
GO:1902714	0.254586308217425	0.488276820203165	1	3	negative regulation of interferon-gamma secretion	BP	ENSSSCG00000000875
GO:0046466	0.254667717326383	0.488276820203165	1	3	membrane lipid catabolic process	BP	ENSSSCG00000003582
GO:0016620	0.254679843325012	0.488276820203165	1	4	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF	ENSSSCG00000009184
GO:0046322	0.254844775735655	0.488276820203165	1	3	negative regulation of fatty acid oxidation	BP	ENSSSCG00000009937
GO:0071837	0.254899517492429	0.488276820203165	2	12	HMG box domain binding	MF	ENSSSCG00000031503,ENSSSCG00000014149
GO:2000649	0.254982615076693	0.488276820203165	2	13	regulation of sodium ion transmembrane transporter activity	BP	ENSSSCG00000040643,ENSSSCG00000015084
GO:0099601	0.255113925132373	0.488276820203165	1	5	regulation of neurotransmitter receptor activity	BP	ENSSSCG00000031724
GO:2000969	0.255242858212911	0.488276820203165	1	3	positive regulation of AMPA receptor activity	BP	ENSSSCG00000038598
GO:0010950	0.25528159143251	0.488276820203165	1	3	positive regulation of endopeptidase activity	BP	ENSSSCG00000009004
GO:0030043	0.255370849175113	0.488276820203165	1	3	actin filament fragmentation	BP	ENSSSCG00000001959
GO:0035356	0.255551469267395	0.488276820203165	1	3	cellular triglyceride homeostasis	BP	ENSSSCG00000000875
GO:0030049	0.255611612215423	0.488276820203165	1	4	muscle filament sliding	BP	ENSSSCG00000002029
GO:1903427	0.255698995436578	0.488276820203165	1	3	negative regulation of reactive oxygen species biosynthetic process	BP	ENSSSCG00000039095
GO:1990131	0.255735134380306	0.488276820203165	1	4	Gtr1-Gtr2 GTPase complex	CC	ENSSSCG00000004318
GO:0033300	0.25580133411809	0.488276820203165	1	3	dehydroascorbic acid transmembrane transporter activity	MF	ENSSSCG00000020927
GO:0070837	0.25580133411809	0.488276820203165	1	3	dehydroascorbic acid transport	BP	ENSSSCG00000020927
GO:0035655	0.255876575060908	0.488276820203165	1	3	interleukin-18-mediated signaling pathway	BP	ENSSSCG00000033327
GO:0051380	0.255934151809668	0.488276820203165	1	4	norepinephrine binding	MF	ENSSSCG00000038598
GO:0003714	0.256091124581434	0.488276820203165	11	98	transcription corepressor activity	MF	ENSSSCG00000003565,ENSSSCG00000005288,ENSSSCG00000002648,ENSSSCG00000016754,ENSSSCG00000009616,ENSSSCG00000004535,ENSSSCG00000016691,ENSSSCG00000008215,ENSSSCG00000010461,ENSSSCG00000011538,ENSSSCG00000016976
GO:2000035	0.256121690008663	0.488276820203165	1	4	regulation of stem cell division	BP	ENSSSCG00000009004
GO:0000103	0.256222242099308	0.488276820203165	1	4	sulfate assimilation	BP	ENSSSCG00000010437
GO:0042036	0.256408249032584	0.488276820203165	1	3	negative regulation of cytokine biosynthetic process	BP	ENSSSCG00000012551
GO:0072086	0.256409824341632	0.488276820203165	1	4	specification of loop of Henle identity	BP	ENSSSCG00000002831
GO:1901222	0.256579171208215	0.488276820203165	1	3	regulation of NIK/NF-kappaB signaling	BP	ENSSSCG00000004973
GO:0070098	0.256670197867769	0.488276820203165	5	46	chemokine-mediated signaling pathway	BP	ENSSSCG00000016322,ENSSSCG00000024024,ENSSSCG00000032343,ENSSSCG00000039874,ENSSSCG00000038162
GO:0034405	0.256674033405527	0.488276820203165	1	3	response to fluid shear stress	BP	ENSSSCG00000008041
GO:0010817	0.256982809530095	0.488276820203165	1	3	regulation of hormone levels	BP	ENSSSCG00000003139
GO:0048273	0.256995441202915	0.488276820203165	1	3	mitogen-activated protein kinase p38 binding	MF	ENSSSCG00000010831
GO:0003872	0.257085071272602	0.488276820203165	1	3	6-phosphofructokinase activity	MF	ENSSSCG00000021129
GO:0061615	0.257085071272602	0.488276820203165	1	3	glycolytic process through fructose-6-phosphate	BP	ENSSSCG00000021129
GO:0008241	0.25711506639466	0.488276820203165	1	3	peptidyl-dipeptidase activity	MF	ENSSSCG00000017296
GO:1903598	0.257325697352191	0.488276820203165	1	3	positive regulation of gap junction assembly	BP	ENSSSCG00000016634
GO:0035662	0.257327864175068	0.488276820203165	1	4	Toll-like receptor 4 binding	MF	ENSSSCG00000037358
GO:0004550	0.257344223908704	0.488276820203165	2	15	nucleoside diphosphate kinase activity	MF	ENSSSCG00000005627,ENSSSCG00000040337
GO:0006165	0.257344223908704	0.488276820203165	2	15	nucleoside diphosphate phosphorylation	BP	ENSSSCG00000005627,ENSSSCG00000040337
GO:2000405	0.257606560491877	0.488276820203165	1	3	negative regulation of T cell migration	BP	ENSSSCG00000011831
GO:2000051	0.257846148617411	0.488276820203165	1	3	negative regulation of non-canonical Wnt signaling pathway	BP	ENSSSCG00000035299
GO:0001161	0.257869428046385	0.488276820203165	1	3	intronic transcription regulatory region sequence-specific DNA binding	MF	ENSSSCG00000011810
GO:1902174	0.25789345426218	0.488276820203165	1	3	positive regulation of keratinocyte apoptotic process	BP	ENSSSCG00000035299
GO:0004305	0.258675883317152	0.488276820203165	1	3	ethanolamine kinase activity	MF	ENSSSCG00000015276
GO:2000427	0.258678379357636	0.488276820203165	1	3	positive regulation of apoptotic cell clearance	BP	ENSSSCG00000013551
GO:0010572	0.258685927208142	0.488276820203165	1	3	positive regulation of platelet activation	BP	ENSSSCG00000008348
GO:0044805	0.258712092259845	0.488276820203165	1	3	late nucleophagy	BP	ENSSSCG00000011575
GO:0043552	0.258737565371809	0.488276820203165	3	19	positive regulation of phosphatidylinositol 3-kinase activity	BP	ENSSSCG00000033327,ENSSSCG00000030827,ENSSSCG00000038162
GO:0006509	0.258867342628474	0.488276820203165	3	19	membrane protein ectodomain proteolysis	BP	ENSSSCG00000010860,ENSSSCG00000012074,ENSSSCG00000011131
GO:1904294	0.25907739751419	0.488276820203165	1	3	positive regulation of ERAD pathway	BP	ENSSSCG00000011765
GO:0060393	0.259165686829479	0.488276820203165	1	3	regulation of pathway-restricted SMAD protein phosphorylation	BP	ENSSSCG00000005045
GO:0002232	0.259461438544562	0.488276820203165	1	3	leukocyte chemotaxis involved in inflammatory response	BP	ENSSSCG00000028758
GO:0019797	0.259803220332295	0.488276820203165	1	3	procollagen-proline 3-dioxygenase activity	MF	ENSSSCG00000000681
GO:0033093	0.25991121934677	0.488276820203165	1	3	Weibel-Palade body	CC	ENSSSCG00000000712
GO:0010644	0.260091507484715	0.488276820203165	1	3	cell communication by electrical coupling	BP	ENSSSCG00000004241
GO:1902916	0.260155801779423	0.488276820203165	1	3	positive regulation of protein polyubiquitination	BP	ENSSSCG00000033323
GO:2001205	0.260342593919291	0.488276820203165	1	3	negative regulation of osteoclast development	BP	ENSSSCG00000004658
GO:0031094	0.260763198199515	0.488276820203165	1	3	platelet dense tubular network	CC	ENSSSCG00000002481
GO:0006497	0.26083441185701	0.488276820203165	2	11	protein lipidation	BP	ENSSSCG00000011575,ENSSSCG00000009179
GO:0070884	0.260940990227588	0.488276820203165	1	3	regulation of calcineurin-NFAT signaling cascade	BP	ENSSSCG00000001716
GO:0045295	0.261025322625576	0.488276820203165	2	10	gamma-catenin binding	MF	ENSSSCG00000003722,ENSSSCG00000025652
GO:0030141	0.261180167204217	0.488276820203165	5	43	secretory granule	CC	ENSSSCG00000021328,ENSSSCG00000007032,ENSSSCG00000010545,ENSSSCG00000004789,ENSSSCG00000013663
GO:0001759	0.261521318449513	0.488276820203165	2	11	organ induction	BP	ENSSSCG00000005087,ENSSSCG00000005045
GO:0009912	0.261640343743089	0.488276820203165	1	3	auditory receptor cell fate commitment	BP	ENSSSCG00000002555
GO:0072584	0.262007676015783	0.488276820203165	1	3	caveolin-mediated endocytosis	BP	ENSSSCG00000016634
GO:0002430	0.262076826028699	0.488276820203165	1	4	complement receptor mediated signaling pathway	BP	ENSSSCG00000001089
GO:0021891	0.26232854802218	0.488276820203165	1	3	olfactory bulb interneuron development	BP	ENSSSCG00000003201
GO:0005030	0.262499057072188	0.488276820203165	1	3	neurotrophin receptor activity	MF	ENSSSCG00000010959
GO:0060502	0.262547204661315	0.488276820203165	1	3	epithelial cell proliferation involved in lung morphogenesis	BP	ENSSSCG00000005045
